Participant,Experimental_Group,Age,Sex,Message Rank,Message1,Message2,Message3,Message4,Message5,Dis_AI1,Dis_AI2,Dis_AI3,Dis_AI4,Dis_AI5,Dis_AI6,Dis_AI7,Dis_AI8,Dis_AI9,Dis_AI10,Dis_AI11,Dis_AI12,Dis_AI13,Dis_AI14,Dis_AI15,Dis_Hum1,Dis_Hum2,Dis_Hum3,Dis_Hum4,Dis_Hum5,Dis_Hum6,Dis_Hum7,Dis_Hum8,Dis_Hum9,Dis_Hum10,Dis_Hum11,Dis_Hum12,Dis_Hum13,Dis_Hum14,Dis_Hum15,Con_AI1,Con_AI2,Con_AI3,Con_AI4,Con_AI5,Con_AI6,Con_AI7,Con_AI8,Con_AI9,Con_AI10,Con_AI11,Con_AI12,Con_AI13,Con_AI14,Con_AI15,Con_Hum1,Con_Hum2,Con_Hum3,Con_Hum4,Con_Hum5,Con_Hum6,Con_Hum7,Con_Hum8,Con_Hum9,Con_Hum10,Con_Hum11,Con_Hum12,Con_Hum13,Con_Hum14,Con_Hum15,Unp_AI1,Unp_AI2,Unp_AI3,Unp_AI4,Unp_AI5,Unp_AI6,Unp_AI7,Unp_AI8,Unp_AI9,Unp_AI10,Unp_AI11,Unp_AI12,Unp_AI13,Unp_AI14,Unp_AI15,Unp_Hum1,Unp_Hum2,Unp_Hum3,Unp_Hum4,Unp_Hum5,Unp_Hum6,Unp_Hum7,Unp_Hum8,Unp_Hum9,Unp_Hum10,Unp_Hum11,Unp_Hum12,Unp_Hum13,Unp_Hum14,Unp_Hum15,Per_AI1_1,Per_AI2_1,Per_AI3_1,Per_AI4_1,Per_AI5_1,Per_AI6_1,Per_AI7_1,Per_AI8_1,Per_AI9_1,Per_AI10_1,Per_AI11_1,Per_AI12_1,Per_AI13_1,Per_AI14_1,Per_AI15_1,Per_AI16_1,Per_AI17_1,Per_AI18_1,Per_AI19_1,Per_AI20_1,recruitment_platform
51,Not Disclosed,31.0,Male,"15,17,35,29,30",15.0,17.0,35.0,29.0,30.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,Prolific
52,Not Disclosed,38.0,Male,"6,9,13,15,31",6.0,9.0,13.0,15.0,31.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,4.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,5.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,1.0,5.0,Prolific
53,Not Disclosed,42.0,Female,"4,11,15,16,35",4.0,11.0,15.0,16.0,35.0,3.0,4.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,4.0,5.0,2.0,5.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,5.0,4.0,4.0,2.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,2.0,4.0,3.0,2.0,3.0,Prolific
54,Disclosed,35.0,Female,"6,9,18,19,35",6.0,9.0,18.0,19.0,35.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,4.0,5.0,Prolific
55,Disclosed,32.0,Male,"1,5,19,25,29",1.0,5.0,19.0,25.0,29.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,Prolific
56,Disclosed,23.0,Female,"6,7,11,13,29",6.0,7.0,11.0,13.0,29.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,Prolific
57,Disclosed,38.0,Female,"22,24,25,26,31",22.0,24.0,25.0,26.0,31.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,Prolific
58,Not Disclosed,33.0,Female,"9,19,22,28,29",9.0,19.0,22.0,28.0,29.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,1.0,5.0,3.0,3.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,1.0,1.0,4.0,Prolific
59,Not Disclosed,30.0,Male,"6,11,15,35,24",6.0,11.0,15.0,35.0,24.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0,2.0,1.0,5.0,5.0,3.0,5.0,1.0,3.0,5.0,3.0,1.0,1.0,Prolific
60,Disclosed,34.0,Male,"4,6,9,11,35",4.0,6.0,9.0,11.0,35.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,1.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,2.0,1.0,1.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,2.0,3.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,1.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,Prolific
61,Not Disclosed,32.0,Female,"5,7,11,12,19",5.0,7.0,11.0,12.0,19.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,1.0,5.0,4.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,1.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,5.0,Prolific
62,Disclosed,49.0,Female,"13,18,21,22,25",13.0,18.0,21.0,22.0,25.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,Prolific
63,Not Disclosed,42.0,Female,"11,17,35,24,31",11.0,17.0,35.0,24.0,31.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,4.0,1.0,Prolific
64,Disclosed,23.0,Male,"6,9,11,14,24",6.0,9.0,11.0,14.0,24.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,2.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,5.0,1.0,5.0,3.0,4.0,4.0,2.0,Prolific
65,Disclosed,22.0,Female,"6,13,28,30,31",6.0,13.0,28.0,30.0,31.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,2.0,2.0,4.0,4.0,5.0,2.0,1.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,4.0,5.0,2.0,4.0,1.0,4.0,3.0,4.0,2.0,1.0,Prolific
66,Not Disclosed,22.0,Female,"6,7,9,21,36",6.0,7.0,9.0,21.0,36.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,Prolific
67,Disclosed,23.0,Female,"11,13,26,28,23",11.0,13.0,26.0,28.0,23.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,1.0,2.0,3.0,1.0,4.0,5.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,2.0,Prolific
68,Disclosed,24.0,Female,"13,28,29,31,23",13.0,28.0,29.0,31.0,23.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0,1.0,4.0,4.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0,3.0,2.0,Prolific
69,Disclosed,26.0,Female,"6,17,24,28,23",6.0,17.0,24.0,28.0,23.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,Prolific
70,Disclosed,49.0,Female,"13,22,24,25,29",13.0,22.0,24.0,25.0,29.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,Prolific
71,Disclosed,25.0,Female,"20,22,25,31,23",20.0,22.0,25.0,31.0,23.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,Prolific
72,Disclosed,37.0,Female,"4,6,13,15,25",4.0,6.0,13.0,15.0,25.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,2.0,2.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,Prolific
73,Disclosed,25.0,Male,"6,9,22,35,25",6.0,9.0,22.0,35.0,25.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0,2.0,3.0,Prolific
74,Not Disclosed,32.0,Male,"4,5,6,16,25",4.0,5.0,6.0,16.0,25.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,5.0,5.0,2.0,5.0,2.0,1.0,2.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,2.0,4.0,1.0,2.0,1.0,5.0,5.0,4.0,5.0,1.0,4.0,4.0,5.0,2.0,2.0,Prolific
75,Not Disclosed,38.0,Male,"6,7,21,30,31",6.0,7.0,21.0,30.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,5.0,1.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,Prolific
76,Disclosed,37.0,Female,"6,9,35,29,31",6.0,9.0,35.0,29.0,31.0,4.0,1.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,3.0,2.0,1.0,5.0,3.0,5.0,4.0,4.0,2.0,5.0,1.0,1.0,5.0,4.0,3.0,5.0,4.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,5.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,Prolific
